id,電話番号,家賃,管理費_共益費,敷金,礼金,保証金,敷引_償却,所在地,駅徒歩,間取り,専有面積,築年数,階,向き,建物種別,間取り詳細,構造,階建,築年月,エネルギー消費性能,断熱性能,目安光熱費,損保,駐車場,入居,取引態様,条件,取り扱い店舗物件コード,SUUMO物件コード,総戸数,情報更新日,次回更新日,契約期間,保証会社,ほか諸費用,備考,create_at
384,06-6397-8000,10.6万円,12200円,-,21.2万円,-,-,大阪府大阪市淀川区西宮原２,"地下鉄御堂筋線/新大阪駅 歩10分
ＪＲ東海道本線/新大阪駅 歩11分
阪急宝塚線/三国駅 歩17分",1LDK,35.1m2,築8年,11階,南,マンション,洋4 10,鉄筋コン,11階/15階建,2018年3月,-,-,-,要,敷地内30240円,相談,仲介,-,-,100457956266,-,2025/09/02,次回更新日は情報更新日より１５日以内,,,,通勤管理,2025-09-03 05:03:03
385,06-6306-6778,10.7万円,12000円,-,-,-,-,大阪府大阪市淀川区西宮原２,"地下鉄御堂筋線/新大阪駅 歩10分
ＪＲ東海道本線/新大阪駅 歩15分
阪急宝塚線/三国駅 歩15分",1LDK,35.1m2,築8年,10階,南,マンション,洋3.3 LDK10.0,鉄筋コン,10階/15階建,2018年3月,-,-,-,1.8万円2年,敷地内30240円,即,仲介,二人入居可,5588361,100445304830,252戸,2025/09/02,次回更新日は情報更新日より８日以内,普通借家 2年,保証会社利用必 必須 保証会社料：総賃料40％,,巡回管理/内見代行・写真撮影/動画撮影/WEB契約等来店不要でご契約可能です。お気軽にご相談下さい。,2025-09-03 05:04:03
386,0120-148126,10.7万円,12000円,-,21.4万円,-,-,大阪府大阪市淀川区西宮原２,"地下鉄御堂筋線/新大阪駅 歩10分
阪急宝塚線/三国駅 歩14分
地下鉄御堂筋線/東三国駅 歩16分",1LDK,34.32m2,築8年,12階,-,マンション,LDK,鉄筋コン,12階/15階建,2018年3月,-,-,-,要,敷地内28000円/屋内駐,即,仲介,二人入居可,78298529,100445321983,252戸,2025/09/02,次回更新日は情報更新日より８日以内,,保証会社利用必 初回４０％、更新１万／年,口座振替　３３０円（月額）,［退去時費用　クリーニング：２５，３００円、エアコンクリーニング：１３，２００円※故意・過失等別途実費］お部屋により室内カラー・設備が異なります。　保証会社:日本セーフティー,2025-09-03 05:03:11
387,06-6397-8000,10.7万円,12200円,-,21.4万円,-,-,大阪府大阪市淀川区西宮原２,"地下鉄御堂筋線/新大阪駅 歩10分
ＪＲ東海道本線/新大阪駅 歩11分
阪急宝塚線/三国駅 歩17分",1LDK,35.1m2,築8年,10階,南,マンション,洋4 10,鉄筋コン,10階/15階建,2018年3月,-,-,-,要,敷地内30240円,相談,仲介,-,-,100452768771,-,2025/09/02,次回更新日は情報更新日より１５日以内,,,,通勤管理,2025-09-03 05:05:04
388,06-6397-8000,10.7万円,12200円,-,-,-,-,大阪府大阪市淀川区西宮原２,"地下鉄御堂筋線/新大阪駅 歩10分
ＪＲ東海道本線/新大阪駅 歩11分
阪急宝塚線/三国駅 歩17分",1LDK,34.32m2,築8年,12階,南,マンション,洋4 10,鉄筋コン,12階/15階建,2018年3月,-,-,-,要,敷地内30240円,相談,仲介,-,-,100447717767,-,2025/09/02,次回更新日は情報更新日より１５日以内,,,,通勤管理,2025-09-03 05:03:18
389,06-6150-2300,11.6万円,12000円,-,21.6万円,-,-,大阪府大阪市淀川区西宮原２,"地下鉄御堂筋線/新大阪駅 歩10分
阪急宝塚線/三国駅 歩14分
地下鉄御堂筋線/東三国駅 歩17分",1LDK,34.32m2,築8年,11階,-,マンション,-,鉄筋コン,11階/15階建,2018年3月,-,-,-,要,-,相談,仲介,二人入居可,379429 751887,100454024898,-,2025/09/02,次回更新日は情報更新日より８日以内,,,,,2025-09-03 05:03:22
390,06-4305-4464,5万円,5000円,-,5万円,-,-,大阪府大阪市淀川区三津屋中２,"阪急神戸線/神崎川駅 歩9分
阪急神戸線/十三駅 歩22分
ＪＲ東西線/加島駅 歩23分",1DK,28.62m2,築35年,1階,-,マンション,和6 DK5.9,鉄筋コン,1階/7階建,1991年7月,-,-,-,要,敷地内15750円,相談,仲介,-,88040821,100455958063,30戸,2025/09/02,次回更新日は情報更新日より８日以内,,保証会社利用必 初回５０％更新１万／年,家ドッグマンションサービス　１０００円（月額）,［退去時費用　ルームクリーニング代：２５，０００円※故意・過失等別途実費］　保証会社:ジェイリース,2025-09-03 05:04:24
391,0120-532322,8.3万円,7000円,-,8.3万円,-,-,大阪府大阪市淀川区三津屋中２,"阪急神戸線/神崎川駅 歩8分
阪急宝塚線/三国駅 歩20分
阪急神戸線/十三駅 歩20分",3LDK,56.7m2,築35年,2階,南,マンション,和6 洋6 洋6 DK8,鉄筋コン,2階/7階建,1991年7月,-,-,-,1.8万円2年,敷地内16500円,即,仲介,二人入居可/子供可,12326125,100452419042,30戸,2025/09/02,次回更新日は情報更新日より１５日以内,普通借家 1年,保証会社利用可 初回契約時：50％、更新時：10，000円、振込手数料330円,ハウスクリーニング　44000円／退去時,阪急宝塚本線 十三駅徒歩20分/巡回管理/駅まで徒歩７分,2025-09-03 05:03:32
392,06-6100-7788,8.3万円,7300円,-,8.3万円,-,-,大阪府大阪市淀川区三津屋中２,"阪急神戸線/神崎川駅 歩7分
阪急神戸線/十三駅 歩20分
阪急宝塚線/三国駅 歩23分",3LDK,56.7m2,築35年,4階,西,マンション,和6 洋6 洋6 LDK8.0,鉄筋コン,4階/7階建,1991年4月,-,-,-,要,敷地内16200円,即,仲介,二人入居可/子供可/事務所利用不可,v70052 31221,100452328712,-,2025/09/02,次回更新日は情報更新日より８日以内,普通借家 1年,,,,2025-09-03 05:03:39
393,06-6306-6778,6.6万円,8000円,-,6.6万円,-,-,大阪府大阪市淀川区木川東３,"地下鉄御堂筋線/西中島南方駅 歩9分
阪急神戸線/十三駅 歩17分
ＪＲ東海道本線/新大阪駅 歩19分",1K,21.37m2,築7年,9階,北,マンション,洋6,鉄筋コン,9階/10階建,2019年9月,-,-,-,要,敷地内18000円,即,仲介,ペット相談,4990225,100426573666,135戸,2025/09/02,次回更新日は情報更新日より８日以内,普通借家 1年,保証会社利用必 指定あり,,通勤管理/内見代行・写真撮影/動画撮影/WEB契約等来店不要でご契約可能です。お気軽にご相談下さい。,2025-09-03 05:03:41
394,06-6100-2022,6.7万円,7940円,-,-,-,-,大阪府大阪市淀川区木川東３,"地下鉄御堂筋線/西中島南方駅 歩9分
地下鉄御堂筋線/新大阪駅 歩13分
阪急京都線/南方駅 歩10分",1K,21.46m2,築7年,8階,南,マンション,洋6.2 K2,鉄筋コン,8階/10階建,2019年9月,-,-,-,1.7万円2年,敷地内19800円,25年10月中旬,仲介,ペット相談,6743535,100458115264,-,2025/09/02,次回更新日は情報更新日より１５日以内,普通借家 1年,保証会社利用必 要確認,エステム安心クラブ　990円／月額　ハウスクリーニング　27500円／退去時,通勤管理/ネットで気なっている物件全て（他業者様物件含む）、ご予約やお問い合わせをされていなくても、当日すぐにご案内が可能です。大阪エリアのお部屋探しはぜひ当社にお任せ下さい！,2025-09-03 05:03:44
395,0120-405348,6.7万円,7940円,-,-,-,-,大阪府大阪市淀川区木川東３,"地下鉄御堂筋線/西中島南方駅 歩7分
阪急神戸線/十三駅 歩15分
ＪＲ東海道本線/新大阪駅 歩15分",1K,21.37m2,築7年,5階,北,マンション,洋6,鉄筋コン,5階/10階建,2019年9月,-,-,-,要,-,即,仲介,単身者可/子供不可/ペット相談/事務所利用不可/ルームシェア不可,861877,100456868443,133戸,2025/09/02,次回更新日は情報更新日より８日以内,普通借家 1年,保証会社利用必 要問合せ 要問合せ,,,2025-09-03 05:03:59
396,06-4400-2259,6.7万円,7970円,-,-,-,-,大阪府大阪市淀川区木川東３,"地下鉄御堂筋線/西中島南方駅 歩7分
阪急神戸線/十三駅 歩14分
ＪＲ東海道本線/新大阪駅 歩14分",1K,21.46m2,築7年,8階,南,マンション,洋6.2,鉄筋コン,8階/10階建,2019年9月,-,-,-,要,-,即,仲介,単身者可/ペット相談,865529,100458050419,133戸,2025/09/02,次回更新日は情報更新日より８日以内,普通借家 1年,保証会社利用必 初回保証料：50％　月次保証料：1.5％ 詳しくはお問い合わせください,月額保証料　月額800円　消毒費　月額22000円,,2025-09-03 05:04:06
397,0120-593232,12.4万円,13030円,12.4万円,24.8万円,-,-,大阪府大阪市淀川区木川東３,"地下鉄御堂筋線/西中島南方駅 歩9分
阪急京都線/南方駅 歩11分
阪急神戸線/十三駅 歩15分",2DK,42.92m2,築7年,6階,南,マンション,洋5.3 洋4 DK9.2,鉄筋コン,6階/10階建,2019年9月,-,-,-,2.15万円2年,近隣200m23000円,即,仲介,二人入居可/ペット相談,58418481,100457504706,133戸,2025/09/02,次回更新日は情報更新日より８日以内,普通借家 1年,,エステム安心クラブ月会費８８０円,阪急電鉄宝塚線十三駅徒歩15分/通勤管理/『凄いと呼ばれる！ハイグレード分譲賃貸』★独立洗面★カウンターキッチン★２口ガスキッチン★浴室乾燥★シャワートイレ★追いだき機能付き★シャンプードレッサー★室内洗濯機置き場★エアコン★床暖房★シューズＢＯＸ★ＢＳ／ＣＳ／光ファイバー★インターネット設備★Ｗｉ－Ｆｉ無料★オートロック★防犯カメラ★防犯モデルマンション★ＴＶモニターホン★エレベーター２基★バイク置き場★駐輪場★コンシェルジュ★,2025-09-03 05:04:12
398,06-6337-5151,12.4万円,15950円,12.4万円,24.8万円,-,-,大阪府大阪市淀川区木川東３,"地下鉄御堂筋線/西中島南方駅 歩9分
阪急神戸線/十三駅 歩17分
ＪＲ東海道本線/新大阪駅 歩19分",2DK,42.92m2,築7年,6階,南,マンション,洋5.3 洋4 DK9.2,鉄筋コン,6階/10階建,2019年9月,-,-,-,2.25万円2年,敷地内18000円,即,仲介,二人入居可/ペット相談/ルームシェア相談,4544457,100405732552,135戸,2025/09/02,次回更新日は情報更新日より８日以内,普通借家 1年,オリコフォレントインシュア利用必 必須 初回：総賃料50％　月々：総賃料の1.5％,,通勤管理/内見代行・写真撮影/動画撮影/WEB契約等来店不要でご契約可能です。お気軽にご相談下さい。★女性スタッフ・ベテランスタッフ在籍★何でもご相談ください,2025-09-03 05:04:21
399,06-6136-6927,11.9万円,10000円,-,11.9万円,-,-,大阪府大阪市淀川区十三東４,"阪急神戸線/十三駅 歩7分
地下鉄御堂筋線/西中島南方駅 歩19分
阪急京都線/南方駅 歩19分",1LDK,37.09m2,築6年,4階,東,マンション,洋4.6 LDK11.2,鉄筋コン,4階/14階建,2020年9月,-,-,-,要,-,即,仲介,二人入居可/ペット相談,-,100455878629,-,2025/08/27,次回更新日は情報更新日より８日以内,,,,巡回管理,2025-09-03 05:04:20
400,0078-600684136,11.9万円,14000円,-,11.9万円,-,-,大阪府大阪市淀川区十三東４,"阪急神戸線/十三駅 歩8分
阪急神戸線/神崎川駅 歩23分
ＪＲ東海道本線/塚本駅 歩28分",1LDK,37.09m2,築6年,2階,東,マンション,洋4.6 LDK11.2,鉄筋コン,2階/14階建,2020年9月,-,-,-,1.8万円2年,敷地内25300円,即,仲介,二人入居可/ペット相談,9730304,100444667152,65戸,2025/09/02,次回更新日は情報更新日より８日以内,,保証会社利用必 エポス　　個人：初回20％、更新料1％／月,,ＪＲ東西線 御幣島駅徒歩42分/PREGIOCLUB24／2年（税込）/20000円、退去時ハウスクリーニング代（税込）/60500円、契約時鍵交換代（税込）/16500円、小型犬飼育時／共益費3000円アップ/17000円、猫飼育時／共益費10000円アップ/24000円、ペット飼育時／敷金1ヶ月/119000円、ペット飼育時／礼金25000円/25000円,2025-09-03 05:04:26
401,06-6155-1146,11.9万円,14000円,-,11.9万円,-,-,大阪府大阪市淀川区十三東４,"阪急宝塚線/十三駅 歩9分
地下鉄御堂筋線/西中島南方駅 歩18分
阪急神戸線/神崎川駅 歩24分",1LDK,37.09m2,築6年,4階,東,マンション,洋4.6 LDK11.2,鉄筋コン,4階/14階建,2020年9月,-,-,-,1.8万円2年,敷地内25300円,25年9月中旬,仲介,二人入居可/ペット相談,15387505,100451768355,65戸,2025/09/02,次回更新日は情報更新日より８日以内,,保証会社利用必 エポスカード　　初回保証料：20％、更新料：1％／月,,阪急電鉄宝塚線 三国駅徒歩23分/巡回管理/PREGIOCLUB24（税込）／2年/20000円、クリーニング代／退去時（税込）/60500円、駐輪場（税込）/550円、ペット飼育時／共益費3000円アップ/13000円、ペット飼育時／賃料1ヶ月要/119000円、他バイク置場（税込）/5500円、鍵交換代／入居時（税込）/16500円,2025-09-03 05:06:24
402,06-6337-7727,12.7万円,14000円,-,12.7万円,-,-,大阪府大阪市淀川区十三東４,"阪急神戸線/十三駅 歩7分
地下鉄御堂筋線/西中島南方駅 歩17分
阪急京都線/南方駅 歩19分",1LDK,37.09m2,築6年,13階,東,マンション,洋4.6 LDK11.2,鉄筋コン,13階/14階建,2020年9月,-,-,-,要,敷地内25300円,25年9月下旬,仲介,二人入居可/ペット相談,92164109,100458018360,65戸,2025/09/02,次回更新日は情報更新日より８日以内,,保証会社利用必 個人：初回２０％　更新料１％／月、法人：初回５０％　更新料１０，０００円／年　※総賃料１５万円以上の時更新年１．４万円,,［退去時費用　ハウスクリーニング代：６０，５００円、エアコンクリーニング：１４，３００円※故意・過失等別途実費］小型犬：共益費３，０００円増・猫：共益費１０，０００円増いずれか１匹迄：＋礼金２５，０００円＋敷金１ヶ月要。早期解約違約金：共込賃料１ヶ月分（１年未満）　保証会社:エポスカード,2025-09-03 08:18:31
403,06-6310-1962,10.8万円,10000円,10.8万円,21.6万円,-,-,大阪府大阪市淀川区東三国５,"地下鉄御堂筋線/新大阪駅 歩15分
地下鉄御堂筋線/東三国駅 歩5分
阪急宝塚線/三国駅 歩15分",1LDK,30.23m2,築8年,3階,北,マンション,洋3.5 LDK8.4,鉄筋コン,3階/10階建,2018年3月,-,-,-,1万円1年,近隣20m25000円,即,仲介,二人入居可/子供可/事務所利用相談/ルームシェア相談,745589,100426299653,-,2025/09/02,次回更新日は情報更新日より８日以内,普通借家 2年,保証会社利用必 管理会社指定,室内清掃費用　44000円,ハウスモ江坂店では経験豊富なスタッフが在籍しており、大阪府内全域でお部屋探しが可能です。インターネットに掲載している物件はごく一部ですので是非お気軽にお問い合わせ下さいませ。各種クレジットカードも利用可能です。賃貸、売買、事務所、店舗、全て対応可能ですのでお気軽にお尋ね下さいませ。,2025-09-03 05:05:36
404,0800-1237819,13.5万円,10000円,13.5万円,27万円,-,-,大阪府大阪市淀川区東三国５,"地下鉄御堂筋線/東三国駅 歩5分
地下鉄御堂筋線/新大阪駅 歩15分
ＪＲ東海道本線/東淀川駅 歩17分",1LDK,42.58m2,築8年,7階,南東,マンション,洋4 LDK14.4,鉄筋コン,7階/10階建,2018年3月,-,-,-,1.2万円1年,敷地内25000円,25年10月下旬,仲介,二人入居可,HC2-3124922-702-0245,100457782585,39戸,2025/09/02,次回更新日は情報更新日より１５日以内,,保証会社利用必 要確認,更新料　賃料1.00ヶ月分,,2025-09-03 05:04:39
